maintenance_id,machine_id,timestamp,maintenance_type,duration_min
WO001481,M21B,2026-06-04 11:19:00,corrective,79.1
WO001482,M26B,2026-04-02 18:03:00,corrective,37.0
WO001483,M18B,2026-09-18 11:49:00,PM,80.0
WO001484,M28B,2026-03-01 09:47:00,corrective,74.3
WO001485,M26A,2026-02-09 08:56:00,PM,19.8
WO001486,M21B,2026-05-15 05:33:00,inspection,15.7
WO001487,M08A,2026-07-06 05:24:00,calibration,54.6
WO001488,M11A,2026-02-05 15:37:00,PM,60.9
WO001489,M04A,2026-06-24 22:56:00,PM,41.3
WO001490,M18A,2026-02-14 04:55:00,PM,18.2
WO001491,M24A,2026-03-26 21:51:00,corrective,56.4
WO001492,M20B,2026-02-20 01:08:00,corrective,88.2
WO001493,M24A,2026-10-26 16:08:00,calibration,36.1
WO001494,M05A,2026-09-11 09:24:00,corrective,29.9
WO001495,M09B,2026-03-27 12:35:00,corrective,53.4
WO001496,M07B,2026-09-14 14:51:00,PM,34.5
WO001497,M21A,2026-01-18 06:34:00,corrective,47.6
WO001498,M17B,2026-10-07 04:51:00,PM,45.8
WO001499,M24A,2026-04-01 10:13:00,corrective,71.6
WO001500,M08A,2026-06-22 07:15:00,corrective,34.8
WO001501,M14A,2026-10-16 12:59:00,calibration,122.5
WO001502,M13B,2026-08-24 16:04:00,PM,16.4
WO001503,M04B,2026-10-01 03:48:00,PM,79.6
WO001504,M11A,2026-10-02 09:43:00,corrective,18.9
WO001505,M24B,2026-02-12 17:26:00,PM,29.7
WO001506,M06A,2026-06-27 23:59:00,PM,103.2
WO001507,M03B,2026-03-20 10:08:00,PM,26.1
WO001508,M03B,2026-10-24 10:45:00,corrective,79.4
WO001509,M06B,2026-05-03 16:19:00,PM,41.3
WO001510,M19B,2026-02-18 16:59:00,corrective,17.0
WO001511,M02B,2026-08-11 01:14:00,calibration,34.7
WO001512,M18B,2026-04-20 01:10:00,PM,34.5
WO001513,M12A,2026-10-08 22:57:00,PM,23.8
WO001514,M12B,2026-05-27 18:20:00,PM,106.7
WO001515,M11A,2026-04-03 17:40:00,corrective,148.2
WO001516,M11A,2026-10-13 15:43:00,calibration,17.1
WO001517,M26A,2026-09-19 09:58:00,PM,162.5
WO001518,M14B,2026-06-04 14:42:00,PM,11.9
WO001519,M23A,2026-09-22 15:01:00,corrective,24.9
WO001520,M05B,2026-05-14 00:12:00,PM,90.9
WO001521,M12A,2026-06-03 04:22:00,PM,69.0
WO001522,M05A,2026-07-05 06:06:00,PM,56.6
WO001523,M10B,2026-01-20 04:50:00,PM,39.0
WO001524,M27A,2026-07-27 04:10:00,PM,13.6
WO001525,M25A,2026-06-08 00:09:00,PM,38.7
WO001526,M17B,2026-03-03 03:50:00,calibration,69.4
WO001527,M26A,2026-09-08 08:23:00,PM,55.5
WO001528,M14A,2026-10-02 21:09:00,calibration,5.0
WO001529,M18B,2026-09-20 12:04:00,calibration,42.9
WO001530,M13B,2026-01-21 04:03:00,corrective,74.8
WO001531,M05A,2026-03-13 06:49:00,inspection,69.2
WO001532,M20A,2026-02-25 11:13:00,PM,47.2
WO001533,M18A,2026-09-23 11:58:00,PM,70.8
WO001534,M19B,2026-08-23 07:55:00,PM,62.2
WO001535,M01B,2026-02-04 02:09:00,calibration,60.3
WO001536,M28A,2026-10-14 06:44:00,calibration,18.3
WO001537,M08A,2026-09-05 13:52:00,inspection,79.1
WO001538,M17A,2026-05-26 08:33:00,PM,148.7
WO001539,M27B,2026-07-19 05:15:00,PM,41.0
WO001540,M23A,2026-08-10 18:02:00,calibration,9.4
WO001541,M10A,2026-05-02 22:59:00,PM,88.0
WO001542,M09B,2026-10-09 18:02:00,inspection,63.8
WO001543,M17B,2026-06-30 05:05:00,inspection,24.8
WO001544,M21A,2026-01-06 02:02:00,corrective,65.6
WO001545,M24A,2026-06-27 05:38:00,corrective,5.5
WO001546,M02A,2026-05-14 05:22:00,calibration,41.4
WO001547,M18A,2026-06-14 00:16:00,PM,93.9
WO001548,M01B,2026-01-23 08:49:00,corrective,51.2
WO001549,M03A,2026-04-09 20:02:00,corrective,61.9
WO001550,M18A,2026-05-06 12:23:00,corrective,81.1
WO001551,M13B,2026-05-26 05:01:00,PM,86.9
WO001552,M08A,2026-08-20 03:39:00,inspection,115.4
WO001553,M19B,2026-08-26 22:01:00,calibration,20.0
WO001554,M23B,2026-03-09 07:22:00,corrective,35.9
WO001555,M02A,2026-07-07 15:21:00,PM,55.9
WO001556,M05A,2026-01-21 08:28:00,calibration,95.5
WO001557,M11A,2026-03-10 18:21:00,corrective,39.8
WO001558,M14A,2026-05-17 11:24:00,corrective,70.8
WO001559,M26B,2026-10-15 09:00:00,calibration,60.7
WO001560,M25B,2026-09-12 22:51:00,PM,5.0
WO001561,M03B,2026-10-03 01:22:00,PM,60.3
WO001562,M25A,2026-06-18 18:59:00,calibration,18.2
WO001563,M20A,2026-09-16 13:04:00,corrective,42.5
WO001564,M19A,2026-06-26 02:08:00,PM,86.0
WO001565,M28B,2026-07-19 06:28:00,calibration,47.6
WO001566,M14A,2026-08-23 10:52:00,PM,131.1
WO001567,M28A,2026-10-23 03:30:00,PM,19.1
WO001568,M14B,2026-08-18 07:33:00,inspection,46.3
WO001569,M14B,2026-01-23 10:11:00,corrective,119.3
WO001570,M24A,2026-06-26 14:17:00,inspection,162.5
WO001571,M27B,2026-03-12 12:29:00,PM,78.7
WO001572,M28A,2026-09-16 04:52:00,calibration,46.1
WO001573,M01B,2026-05-25 10:44:00,PM,38.5
WO001574,M04B,2026-08-24 02:58:00,PM,77.4
WO001575,M15B,2026-01-27 12:16:00,inspection,121.8
WO001576,M25B,2026-04-18 00:37:00,corrective,84.5
WO001577,M15A,2026-06-04 16:03:00,PM,7.9
WO001578,M03A,2026-07-09 01:16:00,inspection,64.0
WO001579,M17A,2026-03-08 16:46:00,calibration,152.9
WO001580,M08A,2026-05-27 14:58:00,PM,136.5
WO001581,M13B,2026-08-13 13:39:00,inspection,59.6
WO001582,M19A,2026-03-14 21:57:00,PM,73.3
WO001583,M23B,2026-05-16 01:49:00,PM,69.1
WO001584,M02A,2026-08-10 21:39:00,PM,84.0
WO001585,M12A,2026-03-26 03:28:00,calibration,80.4
WO001586,M05A,2026-07-22 10:11:00,PM,104.9
WO001587,M24A,2026-03-28 21:27:00,calibration,44.7
WO001588,M01B,2026-05-11 07:28:00,PM,56.7
WO001589,M22B,2026-04-27 11:04:00,calibration,80.1
WO001590,M23B,2026-02-20 10:35:00,PM,23.4
WO001591,M20A,2026-10-06 15:00:00,corrective,34.6
WO001592,M14B,2026-04-25 08:23:00,calibration,85.9
WO001593,M02B,2026-04-16 03:44:00,corrective,39.9
WO001594,M04A,2026-10-24 02:44:00,PM,7.5
WO001595,M26A,2026-04-03 12:43:00,PM,49.5
WO001596,M21B,2026-01-25 16:37:00,PM,90.5
WO001597,M28A,2026-05-16 20:11:00,PM,183.5
WO001598,M09A,2026-04-06 17:20:00,inspection,71.5
WO001599,M09B,2026-06-02 16:09:00,corrective,68.3
WO001600,M18B,2026-02-09 08:20:00,PM,38.7
WO001601,M11A,2026-08-12 01:31:00,calibration,12.2
WO001602,M09B,2026-05-01 20:44:00,calibration,53.8
WO001603,M24A,2026-05-11 10:42:00,PM,42.5
WO001604,M19A,2026-09-12 11:03:00,calibration,32.8
WO001605,M05A,2026-09-12 22:46:00,PM,113.3
WO001606,M21B,2026-04-04 19:02:00,corrective,129.5
WO001607,M04B,2026-07-04 23:46:00,PM,28.8
WO001608,M19B,2026-06-10 09:52:00,PM,67.2
WO001609,M17B,2026-03-20 02:32:00,corrective,79.1
WO001610,M06A,2026-09-22 17:37:00,PM,171.1
WO001611,M19B,2026-02-22 23:29:00,PM,37.3
WO001612,M21B,2026-09-15 05:25:00,PM,130.1
WO001613,M11B,2026-01-30 05:16:00,PM,88.3
WO001614,M26A,2026-05-28 18:14:00,PM,46.2
WO001615,M28B,2026-02-17 10:21:00,calibration,77.0
WO001616,M27B,2026-09-06 16:03:00,PM,6.9
WO001617,M21A,2026-05-21 00:28:00,PM,30.5
WO001618,M26A,2026-08-30 20:48:00,PM,115.6
WO001619,M18A,2026-03-24 06:54:00,PM,26.4
WO001620,M16B,2026-04-14 22:35:00,corrective,82.0
WO001621,M19B,2026-06-24 05:13:00,calibration,49.3
WO001622,M16B,2026-07-10 02:13:00,inspection,34.8
WO001623,M06B,2026-05-28 13:17:00,calibration,125.2
WO001624,M28A,2026-09-02 08:46:00,PM,14.4
WO001625,M06B,2026-09-11 22:11:00,PM,86.1
WO001626,M03A,2026-02-28 15:08:00,PM,64.1
WO001627,M02A,2026-08-05 21:47:00,PM,103.2
WO001628,M22B,2026-02-06 14:53:00,PM,5.6
WO001629,M25B,2026-08-12 01:08:00,corrective,68.8
WO001630,M26A,2026-06-25 07:47:00,calibration,73.6
WO001631,M17A,2026-10-03 12:52:00,corrective,32.3
WO001632,M22A,2026-08-21 19:46:00,calibration,31.5
WO001633,M27A,2026-05-20 08:21:00,corrective,37.4
WO001634,M27B,2026-05-20 23:22:00,corrective,15.0
WO001635,M11B,2026-07-25 13:23:00,corrective,30.8
WO001636,M02A,2026-01-01 13:22:00,PM,146.9
WO001637,M22B,2026-09-27 08:03:00,PM,65.7
WO001638,M24A,2026-09-10 22:27:00,inspection,42.2
WO001639,M14B,2026-05-21 00:13:00,calibration,136.1
WO001640,M01A,2026-01-28 13:54:00,PM,29.7
WO001641,M06B,2026-07-30 01:26:00,PM,31.5
WO001642,M18A,2026-06-05 05:55:00,PM,93.6
WO001643,M10A,2026-02-07 07:29:00,PM,74.6
WO001644,M17A,2026-05-15 18:02:00,PM,28.1
WO001645,M06B,2026-06-16 22:42:00,PM,185.3
WO001646,M26B,2026-10-24 06:40:00,corrective,39.8
WO001647,M18A,2026-02-17 06:13:00,PM,81.4
WO001648,M20A,2026-03-05 21:14:00,PM,21.5
WO001649,M10A,2026-10-10 22:27:00,inspection,44.3
WO001650,M04B,2026-04-28 07:17:00,calibration,35.1
WO001651,M27B,2026-01-10 09:29:00,PM,64.3
WO001652,M26B,2026-05-30 01:53:00,PM,36.8
WO001653,M24B,2026-04-02 05:16:00,corrective,46.0
WO001654,M04A,2026-03-31 22:24:00,PM,51.2
WO001655,M05A,2026-06-10 02:21:00,corrective,31.0
WO001656,M21B,2026-08-31 17:21:00,PM,173.7
WO001657,M22B,2026-07-28 06:44:00,calibration,47.2
WO001658,M12A,2026-02-28 04:38:00,corrective,43.0
WO001659,M28B,2026-07-22 08:13:00,PM,34.0
WO001660,M18A,2026-10-25 07:59:00,calibration,62.1
WO001661,M17B,2026-01-28 12:35:00,PM,41.8
WO001662,M19B,2026-08-19 14:58:00,PM,70.2
WO001663,M18A,2026-04-16 16:57:00,corrective,163.1
WO001664,M24B,2026-06-25 22:10:00,calibration,36.9
WO001665,M02A,2026-06-14 11:00:00,PM,13.4
WO001666,M13B,2026-04-10 23:13:00,corrective,16.4
WO001667,M21A,2026-08-02 14:19:00,PM,130.8
WO001668,M07B,2026-10-10 04:34:00,corrective,55.8
WO001669,M23B,2026-10-13 15:34:00,PM,26.6
WO001670,M11A,2026-05-18 06:23:00,PM,28.9
WO001671,M06B,2026-04-30 06:15:00,PM,44.9
WO001672,M26B,2026-08-05 08:11:00,PM,114.0
WO001673,M05A,2026-10-11 13:45:00,PM,44.9
WO001674,M07B,2026-07-19 01:19:00,calibration,69.1
WO001675,M05A,2026-07-13 18:44:00,corrective,188.3
WO001676,M10B,2026-05-27 15:21:00,corrective,108.4
WO001677,M16B,2026-10-05 07:29:00,PM,92.4
WO001678,M04A,2026-06-26 15:01:00,inspection,102.1
WO001679,M08A,2026-05-19 18:03:00,corrective,64.3
WO001680,M16A,2026-10-05 04:43:00,corrective,87.1
WO001681,M06B,2026-01-27 00:55:00,PM,17.0
WO001682,M25A,2026-07-21 06:21:00,corrective,16.3
WO001683,M12B,2026-08-08 14:53:00,PM,54.7
WO001684,M28A,2026-05-08 10:06:00,calibration,40.9
WO001685,M07A,2026-03-16 19:05:00,PM,45.7
WO001686,M01B,2026-01-05 20:55:00,PM,50.0
WO001687,M15B,2026-06-11 22:31:00,calibration,33.1
WO001688,M23A,2026-05-22 06:35:00,corrective,6.5
WO001689,M28A,2026-07-03 05:26:00,calibration,51.5
WO001690,M08A,2026-07-30 17:40:00,corrective,56.7
WO001691,M12B,2026-05-29 17:18:00,PM,36.4
WO001692,M19A,2026-06-05 15:55:00,corrective,5.0
WO001693,M11A,2026-04-03 04:55:00,inspection,26.8
WO001694,M19A,2026-04-09 19:04:00,corrective,45.4
WO001695,M19A,2026-06-10 01:47:00,inspection,68.8
WO001696,M05B,2026-10-13 12:19:00,PM,27.9
WO001697,M14A,2026-07-05 11:14:00,corrective,74.6
WO001698,M01B,2026-01-21 01:38:00,PM,27.9
WO001699,M09B,2026-10-14 21:34:00,PM,54.9
WO001700,M17A,2026-07-13 10:01:00,corrective,9.7
WO001701,M20B,2026-08-01 17:55:00,PM,104.1
WO001702,M01B,2026-06-05 09:10:00,PM,44.2
WO001703,M05B,2026-04-18 17:39:00,calibration,122.1
WO001704,M13A,2026-06-14 01:03:00,PM,27.2
WO001705,M10A,2026-05-08 02:01:00,inspection,45.3
WO001706,M26B,2026-01-10 12:39:00,PM,43.1
WO001707,M08B,2026-01-06 20:57:00,PM,9.3
WO001708,M02A,2026-10-17 00:12:00,PM,13.3
WO001709,M02B,2026-03-21 11:12:00,PM,45.4
WO001710,M25A,2026-03-20 13:55:00,corrective,79.9
WO001711,M19A,2026-09-14 19:12:00,corrective,51.9
WO001712,M23A,2026-02-04 08:46:00,PM,5.0
WO001713,M21A,2026-01-03 20:37:00,corrective,32.6
WO001714,M14A,2026-04-20 22:52:00,inspection,92.5
WO001715,M20A,2026-06-25 06:28:00,PM,23.3
WO001716,M01A,2026-03-01 17:01:00,inspection,10.6
WO001717,M20B,2026-08-25 12:28:00,calibration,13.0
WO001718,M04B,2026-07-25 21:30:00,corrective,17.6
WO001719,M10A,2026-08-27 00:36:00,PM,74.8
WO001720,M02A,2026-08-18 03:52:00,PM,6.5
WO001721,M07B,2026-06-10 20:01:00,PM,38.5
WO001722,M28A,2026-07-04 08:50:00,corrective,33.5
WO001723,M17B,2026-04-08 02:41:00,inspection,17.2
WO001724,M08B,2026-03-21 23:18:00,inspection,22.7
WO001725,M11B,2026-06-04 01:56:00,corrective,102.0
WO001726,M23B,2026-09-08 02:34:00,PM,103.5
WO001727,M11A,2026-02-15 09:12:00,calibration,59.1
WO001728,M21B,2026-02-10 02:15:00,calibration,14.9
WO001729,M18B,2026-09-26 23:25:00,PM,59.0
WO001730,M12B,2026-08-02 06:01:00,inspection,165.1
WO001731,M11B,2026-09-11 06:58:00,PM,12.9
WO001732,M18B,2026-01-12 07:18:00,corrective,56.7
WO001733,M03A,2026-04-14 18:12:00,inspection,56.3
WO001734,M01A,2026-10-24 15:04:00,PM,16.4
WO001735,M13B,2026-10-11 13:03:00,corrective,65.0
WO001736,M07B,2026-06-28 00:19:00,PM,40.8
WO001737,M12A,2026-08-04 02:20:00,PM,73.7
WO001738,M14B,2026-02-04 17:27:00,PM,175.5
WO001739,M14B,2026-03-14 09:12:00,corrective,23.4
WO001740,M18A,2026-04-06 02:41:00,PM,23.7
WO001741,M26B,2026-04-02 13:13:00,corrective,69.8
WO001742,M20A,2026-10-16 22:25:00,inspection,48.4
WO001743,M22B,2026-02-04 07:23:00,PM,35.1
WO001744,M10A,2026-02-26 00:09:00,PM,112.6
WO001745,M07B,2026-07-23 05:17:00,corrective,65.6
WO001746,M17A,2026-01-03 22:36:00,PM,55.7
WO001747,M18B,2026-07-11 09:03:00,PM,41.1
WO001748,M22A,2026-04-01 20:33:00,PM,117.7
WO001749,M01A,2026-01-18 21:50:00,calibration,35.0
WO001750,M17A,2026-09-02 23:59:00,corrective,55.8
WO001751,M22A,2026-05-18 11:26:00,PM,53.6
WO001752,M21A,2026-02-23 01:59:00,corrective,38.3
WO001753,M02B,2026-05-03 22:07:00,PM,45.3
WO001754,M10A,2026-09-01 17:04:00,inspection,59.2
WO001755,M11B,2026-09-05 20:42:00,corrective,58.8
WO001756,M18B,2026-08-29 06:29:00,corrective,17.4
WO001757,M08A,2026-06-26 03:04:00,inspection,33.0
WO001758,M24B,2026-02-25 15:41:00,PM,5.0
WO001759,M24B,2026-05-08 19:18:00,corrective,37.4
WO001760,M22B,2026-04-04 15:42:00,corrective,34.0
WO001761,M26A,2026-07-21 10:21:00,calibration,119.5
WO001762,M26B,2026-08-11 04:57:00,corrective,36.5
WO001763,M27A,2026-01-22 12:10:00,PM,107.0
WO001764,M05B,2026-06-22 05:02:00,PM,21.8
WO001765,M26B,2026-08-04 02:59:00,PM,31.7
WO001766,M08B,2026-10-20 14:45:00,inspection,12.2
WO001767,M17B,2026-06-17 15:37:00,PM,56.4
WO001768,M07A,2026-03-14 04:59:00,PM,27.8
WO001769,M10B,2026-10-14 17:11:00,calibration,79.7
WO001770,M19B,2026-06-16 20:58:00,PM,50.2
WO001771,M18B,2026-09-17 08:19:00,corrective,86.1
WO001772,M02B,2026-04-15 22:28:00,inspection,77.0
WO001773,M06B,2026-10-27 17:46:00,PM,30.2
WO001774,M14B,2026-06-09 04:32:00,corrective,38.6
WO001775,M21A,2026-04-28 09:32:00,calibration,63.0
WO001776,M09B,2026-10-10 08:02:00,corrective,145.6
WO001777,M23A,2026-09-06 14:34:00,corrective,65.1
WO001778,M20A,2026-05-02 12:10:00,corrective,19.6
WO001779,M23B,2026-02-23 18:55:00,PM,56.4
WO001780,M12A,2026-04-23 22:21:00,inspection,75.4
WO001781,M25A,2026-01-05 05:18:00,inspection,35.3
WO001782,M22B,2026-05-02 01:13:00,corrective,100.5
WO001783,M17A,2026-07-01 00:48:00,PM,38.7
WO001784,M11A,2026-10-27 21:23:00,PM,30.2
WO001785,M25A,2026-10-19 03:06:00,inspection,142.5
WO001786,M27B,2026-08-06 00:27:00,calibration,89.9
WO001787,M06B,2026-06-25 17:19:00,PM,81.0
WO001788,M11A,2026-10-03 00:41:00,calibration,15.0
WO001789,M10A,2026-10-17 01:54:00,inspection,52.3
WO001790,M11A,2026-04-15 09:24:00,PM,27.0
WO001791,M27B,2026-08-22 19:00:00,PM,67.9
WO001792,M14B,2026-07-04 11:54:00,PM,59.7
WO001793,M03A,2026-03-16 05:09:00,inspection,95.5
WO001794,M05A,2026-03-14 14:38:00,corrective,148.0
WO001795,M16B,2026-08-24 03:09:00,corrective,33.0
WO001796,M03A,2026-08-15 17:24:00,PM,84.9
WO001797,M01A,2026-05-28 16:19:00,corrective,35.4
WO001798,M20B,2026-04-11 09:16:00,PM,26.8
WO001799,M12A,2026-01-11 01:40:00,calibration,35.1
WO001800,M17A,2026-09-20 06:07:00,inspection,41.1
WO001801,M07A,2026-04-01 22:43:00,PM,54.4
WO001802,M27B,2026-10-20 15:12:00,PM,21.4
WO001803,M24A,2026-08-30 18:02:00,calibration,34.0
WO001804,M02A,2026-07-13 07:50:00,corrective,72.7
WO001805,M10B,2026-03-12 18:22:00,corrective,62.8
WO001806,M10A,2026-09-06 05:29:00,inspection,78.4
WO001807,M24B,2026-07-10 06:21:00,PM,51.9
WO001808,M05A,2026-07-25 17:49:00,PM,43.4
WO001809,M14A,2026-01-11 06:36:00,PM,29.4
WO001810,M12A,2026-04-18 00:37:00,PM,38.0
WO001811,M02B,2026-04-22 07:55:00,PM,116.6
WO001812,M07B,2026-01-09 17:50:00,PM,94.4
WO001813,M25B,2026-07-23 08:06:00,PM,52.2
WO001814,M21B,2026-03-19 19:51:00,corrective,39.5
WO001815,M25B,2026-02-22 05:59:00,corrective,186.5
WO001816,M20A,2026-03-01 23:40:00,corrective,27.2
WO001817,M13A,2026-02-14 16:42:00,PM,15.2
WO001818,M14A,2026-09-29 04:55:00,PM,95.4
WO001819,M19A,2026-07-06 15:08:00,inspection,55.6
WO001820,M05B,2026-02-18 12:22:00,corrective,155.5
WO001821,M28A,2026-10-01 23:59:00,corrective,47.9
WO001822,M03A,2026-01-30 16:12:00,PM,42.8
WO001823,M28A,2026-03-07 14:36:00,PM,121.1
WO001824,M24A,2026-06-09 07:56:00,PM,50.5
WO001825,M07A,2026-01-22 20:59:00,PM,241.3
WO001826,M07B,2026-10-13 12:46:00,inspection,90.0
WO001827,M11A,2026-07-27 12:42:00,PM,68.2
WO001828,M13A,2026-03-10 03:16:00,corrective,13.0
WO001829,M18A,2026-02-08 13:07:00,PM,59.0
WO001830,M17A,2026-09-01 08:34:00,PM,9.9
WO001831,M20A,2026-08-28 22:11:00,PM,23.6
WO001832,M28A,2026-08-15 15:31:00,corrective,127.0
WO001833,M03B,2026-04-01 13:49:00,PM,46.4
WO001834,M28B,2026-03-17 19:23:00,inspection,85.3
WO001835,M08A,2026-07-31 11:58:00,corrective,44.2
WO001836,M28B,2026-07-23 17:07:00,inspection,14.3
WO001837,M18B,2026-10-02 16:46:00,inspection,108.7
WO001838,M22B,2026-09-19 12:44:00,corrective,55.3
WO001839,M24B,2026-04-26 21:55:00,inspection,32.1
WO001840,M16A,2026-02-28 17:30:00,PM,52.1
WO001841,M28B,2026-02-03 18:55:00,PM,33.9
WO001842,M13B,2026-02-22 22:04:00,PM,53.3
WO001843,M11A,2026-05-11 06:51:00,corrective,20.9
WO001844,M23B,2026-05-02 03:41:00,PM,37.1
WO001845,M03B,2026-08-27 04:31:00,inspection,35.7
WO001846,M26B,2026-08-25 21:40:00,corrective,26.5
WO001847,M03A,2026-06-30 13:07:00,corrective,53.3
WO001848,M01B,2026-09-06 01:55:00,inspection,68.2
WO001849,M16A,2026-07-11 19:04:00,PM,19.8
WO001850,M27A,2026-08-10 16:26:00,PM,161.1
WO001851,M14A,2026-07-24 20:42:00,corrective,49.2
WO001852,M17B,2026-08-10 03:50:00,PM,19.3
WO001853,M08B,2026-06-18 18:46:00,PM,28.2
WO001854,M13B,2026-03-08 13:21:00,inspection,231.0
WO001855,M12A,2026-07-25 03:50:00,PM,132.0
WO001856,M23B,2026-10-27 14:08:00,PM,88.1
WO001857,M01A,2026-03-31 15:25:00,PM,51.1
WO001858,M28A,2026-06-25 10:56:00,PM,106.1
WO001859,M12A,2026-01-13 19:31:00,corrective,21.4
WO001860,M16B,2026-08-08 20:50:00,PM,53.7
WO001861,M11B,2026-08-05 19:22:00,corrective,59.2
WO001862,M20B,2026-08-06 12:05:00,PM,43.8
WO001863,M23A,2026-09-02 23:29:00,PM,42.9
WO001864,M15B,2026-09-23 19:30:00,PM,45.5
WO001865,M27B,2026-06-29 15:24:00,PM,62.4
WO001866,M13A,2026-06-23 20:04:00,PM,81.6
WO001867,M08B,2026-08-06 07:50:00,calibration,15.2
WO001868,M15A,2026-04-20 12:59:00,inspection,67.2
WO001869,M13B,2026-03-27 00:09:00,calibration,93.4
WO001870,M28B,2026-05-13 03:51:00,PM,68.9
WO001871,M19A,2026-01-16 15:02:00,PM,101.0
WO001872,M09A,2026-09-05 03:52:00,corrective,108.9
WO001873,M16B,2026-04-19 02:24:00,corrective,54.8
WO001874,M01A,2026-04-06 16:39:00,PM,46.2
WO001875,M15A,2026-08-07 18:43:00,corrective,34.9
WO001876,M19B,2026-03-27 01:37:00,inspection,81.9
WO001877,M06A,2026-02-12 13:18:00,corrective,92.2
WO001878,M15B,2026-04-27 21:52:00,PM,69.9
WO001879,M08B,2026-03-22 09:17:00,PM,13.4
WO001880,M18A,2026-07-11 03:20:00,calibration,17.4
WO001881,M23B,2026-02-18 19:46:00,PM,33.5
WO001882,M21B,2026-06-21 09:04:00,corrective,81.2
WO001883,M11B,2026-06-30 10:55:00,PM,25.7
WO001884,M08A,2026-10-16 05:28:00,corrective,27.3
WO001885,M19B,2026-08-31 00:15:00,corrective,100.0
WO001886,M28A,2026-08-15 06:39:00,corrective,56.0
WO001887,M11A,2026-07-08 05:45:00,inspection,87.5
WO001888,M17B,2026-09-01 08:33:00,PM,65.1
WO001889,M14B,2026-02-20 08:11:00,calibration,81.6
WO001890,M26B,2026-02-24 17:49:00,corrective,33.6
WO001891,M22B,2026-02-25 11:18:00,PM,66.6
WO001892,M27A,2026-05-07 00:21:00,PM,62.6
WO001893,M24B,2026-09-01 02:13:00,inspection,93.5
WO001894,M10A,2026-05-04 09:36:00,inspection,133.4
WO001895,M09A,2026-01-15 08:15:00,PM,20.2
WO001896,M08A,2026-10-07 12:39:00,PM,54.3
WO001897,M14B,2026-04-04 17:32:00,corrective,40.5
WO001898,M24B,2026-03-05 20:30:00,PM,82.4
WO001899,M18B,2026-02-13 19:53:00,inspection,127.4
WO001900,M17A,2026-05-28 07:48:00,PM,24.8
WO001901,M26A,2026-08-12 23:39:00,corrective,122.1
WO001902,M11A,2026-03-11 15:00:00,inspection,44.4
WO001903,M13A,2026-06-17 02:20:00,calibration,32.8
WO001904,M04A,2026-03-22 04:08:00,inspection,157.5
WO001905,M22A,2026-06-21 02:59:00,PM,47.7
WO001906,M25A,2026-10-04 08:23:00,calibration,69.3
WO001907,M26B,2026-05-14 03:34:00,calibration,22.3
WO001908,M20B,2026-03-24 17:25:00,inspection,84.9
WO001909,M09A,2026-03-31 15:15:00,calibration,37.3
WO001910,M10A,2026-07-05 17:32:00,PM,13.9
WO001911,M20A,2026-06-19 20:18:00,PM,231.6
WO001912,M28A,2026-05-13 19:23:00,calibration,27.0
WO001913,M15A,2026-04-09 16:56:00,PM,61.5
WO001914,M03A,2026-07-18 05:13:00,PM,33.8
WO001915,M04A,2026-08-25 08:47:00,calibration,42.5
WO001916,M24A,2026-07-26 00:56:00,corrective,124.5
WO001917,M26B,2026-07-03 19:49:00,PM,88.8
WO001918,M15B,2026-09-17 19:11:00,calibration,81.5
WO001919,M28B,2026-01-07 11:51:00,corrective,60.5
WO001920,M07A,2026-03-18 03:25:00,corrective,32.2
WO001921,M28B,2026-05-30 08:45:00,calibration,31.9
WO001922,M08A,2026-05-23 06:05:00,inspection,24.2
WO001923,M10A,2026-08-30 22:29:00,PM,51.5
WO001924,M20B,2026-04-12 06:30:00,PM,45.1
WO001925,M06A,2026-06-10 02:54:00,PM,35.8
WO001926,M12B,2026-08-31 21:07:00,corrective,65.7
WO001927,M24B,2026-02-01 05:13:00,PM,51.2
WO001928,M01A,2026-04-18 09:51:00,PM,41.1
WO001929,M16B,2026-06-05 07:53:00,PM,55.2
WO001930,M26B,2026-04-02 19:03:00,corrective,24.7
WO001931,M25A,2026-07-03 19:44:00,corrective,42.3
WO001932,M22A,2026-05-13 11:00:00,PM,12.6
WO001933,M17B,2026-10-25 00:35:00,calibration,61.0
WO001934,M03B,2026-07-31 17:31:00,corrective,25.4
WO001935,M04B,2026-03-19 23:02:00,PM,81.8
WO001936,M16B,2026-08-15 21:51:00,PM,82.4
WO001937,M25A,2026-05-25 19:18:00,corrective,86.2
WO001938,M10A,2026-07-26 22:17:00,corrective,89.3
WO001939,M27B,2026-09-18 06:02:00,PM,49.9
WO001940,M04A,2026-03-18 19:00:00,inspection,64.6
WO001941,M23B,2026-04-06 02:01:00,corrective,46.9
WO001942,M15A,2026-06-14 05:31:00,PM,36.2
WO001943,M02A,2026-04-14 00:04:00,inspection,212.6
WO001944,M13B,2026-10-21 12:23:00,PM,53.7
WO001945,M18A,2026-01-04 10:16:00,PM,146.8
WO001946,M13B,2026-03-18 00:44:00,PM,64.9
WO001947,M23A,2026-03-30 02:30:00,corrective,54.9
WO001948,M01A,2026-03-08 14:31:00,PM,39.7
WO001949,M25B,2026-05-08 19:53:00,corrective,51.4
WO001950,M15A,2026-03-22 05:39:00,PM,65.7
WO001951,M24B,2026-08-01 06:42:00,PM,31.3
WO001952,M23A,2026-04-27 19:01:00,PM,91.9
WO001953,M25B,2026-01-30 17:09:00,inspection,82.5
